Account_Length_days,Voicemail_Messages,Call_mins_day,Call_mins_eve,Call_mins_night,CustomerService_Calls,International_Calls,Customer_Age,Customer_Gender,Churn
97,0,225.1,279.5,233.8,0,4,23,male  ,yes
67,35,181.1,215.9,216.3,0,4,36,male  ,yes
105,31,109.6,249.3,321.2,4,4,41,female,yes
71,0,178.2,167.8,182.1,3,0,32,female,yes
103,0,150.6,169.1,221.2,8,0,19,male  ,yes
17,31,153.1,185.9,224.3,6,1,43,female,yes
47,0,47.8,178.9,152.6,0,7,25,male  ,yes
93,21,134.2,162.5,186.6,4,2,60,male  ,yes
85,17,89.8,233.2,165.7,4,7,40,male  ,yes
13,0,303.2,170.5,227.6,0,3,36,female,yes
136,0,259.4,172.7,293.7,1,6,22,female,yes
109,29,111.2,263.5,224.7,6,6,23,male  ,yes
40,0,169.7,141.4,253,4,3,25,female,yes
28,0,121.7,125.8,261.6,6,2,44,female,yes
139,0,236.6,169.9,212.3,1,2,22,female,yes
25,0,264.9,281.2,166.1,1,4,46,male  ,yes
110,0,293.3,188.5,266.9,0,4,22,male  ,yes
86,0,128.3,197.1,138.4,7,5,20,male  ,yes
40,0,81.7,210.2,212,6,3,26,male  ,yes
137,0,237.3,176.7,263.4,0,4,23,female,yes
68,0,249.9,254.5,273.2,2,6,21,male  ,yes
82,0,189.2,184.4,255.8,3,5,19,male  ,yes
94,0,157.9,155,189.6,4,5,33,male  ,yes
172,0,270,256.6,168.5,2,5,20,female,yes
92,0,62.6,180.6,221.7,1,2,20,female,yes
129,0,334.3,192.1,191,0,6,25,male  ,yes
126,0,321.3,167.9,193.6,1,4,31,male  ,yes
133,32,221.1,264.9,168.9,2,4,25,female,yes
138,0,286.2,187.2,146.2,2,4,24,male  ,yes
65,0,277.9,155.8,256.9,0,10,30,female,yes
109,0,268.4,150.6,297.9,2,8,22,female,yes
78,0,103.5,117.9,201,4,3,23,male  ,yes
102,0,273.2,211.1,203.7,2,7,21,male  ,yes
128,18,222.1,160.6,218.8,0,2,29,female,yes
120,0,212.1,209.4,167.2,1,5,20,male  ,yes
50,0,99.6,308.7,161.2,2,6,35,male  ,yes
111,0,132.6,221.1,127.9,4,2,29,male  ,yes
133,0,254.7,252.2,178.1,0,3,30,female,yes
81,0,324.7,236.4,187.6,0,5,20,male  ,yes
119,0,294.2,232.5,330,0,1,21,male  ,yes
71,0,186.1,198.6,206.5,4,5,42,female,yes
99,42,216,232.3,215.5,2,4,36,male  ,yes
122,0,157.1,184.9,197.2,4,0,54,male  ,yes
52,0,155,133.4,176.1,4,4,20,male  ,yes
193,0,96.8,142.6,210.1,2,5,39,male  ,yes
84,0,280,202.2,300,0,4,27,male  ,yes
81,28,167.9,190.7,193,4,6,31,female,yes
145,0,245.8,286.7,240.7,1,13,20,male  ,yes
209,0,255.1,230.6,218,3,5,53,female,yes
82,0,329.8,208.3,267.1,0,6,18,male  ,yes
121,0,167.7,93.7,241.3,3,1,20,female,yes
130,0,216.2,363.7,126.7,5,2,35,male  ,yes
146,0,149.3,187.1,149.8,7,4,28,female,yes
111,0,172.8,183.1,158.8,4,0,26,male  ,yes
95,41,136.8,200.8,133.7,5,9,20,female,yes
92,29,201.3,203.7,129.9,1,0,33,male  ,yes
91,0,145,175.8,223.7,2,3,34,female,yes
132,0,197.8,133.9,177.3,4,3,37,male  ,yes
111,0,176.9,102.8,213.7,4,2,27,female,yes
40,31,224.7,134.5,120.3,1,5,25,male  ,yes
167,0,169.2,173.3,216.5,4,4,21,female,yes
113,0,61.2,92.3,197.4,5,3,38,male  ,yes
96,0,276.9,246.9,254.4,1,3,60,male  ,yes
145,0,224.2,314.9,182.9,1,3,32,female,yes
44,0,228.1,276.5,279.8,2,5,34,male  ,yes
126,0,239.7,281.7,350,1,1,28,female,yes
54,0,272.6,248.7,197.4,1,2,27,female,yes
80,0,268.7,301,167,2,1,19,male  ,yes
100,0,107,105.7,243.1,4,3,34,female,yes
98,0,227.1,120.5,117,5,4,26,male  ,yes
103,18,149.9,170.9,171.5,0,7,41,male  ,yes
114,0,147.1,161,275.9,5,3,24,male  ,yes
75,0,211.3,105.6,175.9,4,4,27,male  ,yes
90,26,169,188.8,213.3,0,3,21,male  ,yes
54,0,247.5,225.4,244.3,2,2,56,female,yes
94,0,269.2,193.8,257.6,3,2,23,male  ,yes
108,0,198.5,267.8,354.9,0,3,19,female,yes
74,0,298.1,201.3,214.7,2,4,23,female,yes
108,0,115.1,211.3,136.1,2,3,45,male  ,yes
131,26,292.9,199.7,255.3,4,7,39,male  ,yes
143,0,167.8,211,153.5,4,0,26,female,yes
88,0,131.5,174.8,184.2,5,2,27,female,yes
131,0,131.6,179.3,251.2,1,3,27,male  ,yes
77,0,62.4,169.9,209.6,5,6,27,female,yes
54,0,190.5,259.7,141.5,2,2,24,male  ,yes
122,33,174.9,248.2,164.6,1,3,24,female,yes
58,0,112.2,209.6,260.9,0,1,52,male  ,yes
69,33,271.5,253.4,165.4,1,2,36,male  ,yes
105,0,270.9,226.2,178.8,0,5,25,male  ,yes
212,0,226,304.6,310,2,4,24,female,yes
79,0,261.7,210.6,256.7,3,3,24,female,yes
17,0,162.8,229.6,332.7,0,3,28,male  ,yes
127,0,242.2,226.1,252,2,5,47,male  ,yes
95,0,165.5,286.2,198.9,1,2,38,female,yes
167,0,131.6,211.3,168.3,4,4,25,male  ,yes
172,0,287.1,178.4,153.2,3,2,19,male  ,yes
96,37,172.7,120.1,216.1,5,5,19,male  ,yes
143,0,223.3,167.1,203,0,4,25,female,yes
153,0,159.5,275.5,176.7,1,2,52,female,yes
74,0,314.1,222.4,259,3,5,21,male  ,yes
89,0,213,176.6,262.6,1,1,26,male  ,yes
134,0,296,226.4,246.8,0,10,22,female,yes
98,0,165,202.6,172.3,1,0,22,male  ,yes
84,0,225.9,275.6,201.4,3,3,25,male  ,yes
78,0,236.8,265.3,152.4,1,2,21,male  ,yes
106,0,210.6,249.2,191.4,2,1,19,male  ,yes
138,0,196.2,176.5,232.4,0,1,21,male  ,yes
117,0,54.2,303.2,171.8,1,0,56,male  ,yes
68,0,213.9,260.5,233.8,1,3,47,male  ,yes
103,0,255.9,140.9,308.9,1,2,25,male  ,yes
80,0,276.5,195.6,210.3,1,3,23,male  ,yes
95,0,269,233.7,179.3,2,4,24,male  ,yes
92,0,130.7,260.6,310,2,2,22,female,yes
128,0,237.9,247.6,208.9,1,4,49,male  ,yes
130,0,212.8,189.8,170.1,0,4,21,male  ,yes
93,0,267.9,223,262.7,3,3,21,male  ,yes
103,35,110.5,208.3,87.4,4,2,56,female,yes
123,0,123.2,190,170.3,4,5,40,male  ,yes
121,30,198.4,75.3,181.2,3,3,21,male  ,yes
120,0,179.9,170,190.6,1,0,43,male  ,yes
112,0,272.5,226.1,159.1,3,5,33,male  ,yes
100,0,113.3,197.9,284.5,4,2,53,female,yes
1,0,182.1,134.9,152.3,5,3,45,male  ,yes
152,20,237.5,253.4,265.2,9,3,22,male  ,yes
147,0,225.2,184.9,143.2,0,1,38,female,yes
121,0,255.1,266.9,197.7,3,3,24,female,yes
103,0,174.7,148,168.2,6,3,31,male  ,yes
98,0,271.4,190.4,284.7,4,6,19,male  ,yes
97,0,236.9,157.6,320,0,2,26,male  ,yes
133,44,174,209.4,224.1,2,7,61,female,yes
144,0,278.5,240.7,120,1,5,43,male  ,yes
44,0,308.6,150.8,198.7,4,3,25,female,yes
68,29,195.5,171.6,204,1,9,25,female,yes
170,42,199.5,135,184.6,4,0,36,male  ,yes
97,32,90,276.3,185.2,2,6,55,male  ,yes
87,0,322.5,204.6,186.2,2,4,20,male  ,yes
92,0,154,329.8,288,3,2,24,female,yes
116,29,162.3,279.3,311,3,2,52,male  ,yes
136,0,250.2,267.1,151,1,2,18,male  ,yes
115,0,245,250.7,270.2,1,8,33,female,yes
224,0,171.5,160,212.4,1,2,18,male  ,yes
97,0,276.1,201.1,231.3,0,4,27,female,yes
125,0,240.7,269.4,187.1,0,3,50,male  ,yes
93,0,271.1,237.4,145.4,1,6,50,male  ,yes
94,0,271.2,202.6,221.6,3,3,37,male  ,yes
171,0,270.5,230,136,1,5,26,female,yes
82,0,300.3,181,270.1,0,4,50,male  ,yes
60,0,289.8,255.6,242.8,2,4,49,male  ,yes
208,0,326.5,176.3,181.7,2,6,25,male  ,yes
139,31,203.5,200.3,214,1,6,19,male  ,yes
23,0,321.6,251.6,320,2,3,22,male  ,yes
130,0,271.8,237.2,210.1,4,2,62,male  ,yes
35,0,138.1,158.2,215.7,5,2,18,female,yes
132,0,291.2,234.2,300,1,3,24,male  ,yes
150,0,178.9,169.1,148.6,4,3,44,female,yes
113,0,122.2,131.7,169.5,5,9,23,male  ,yes
123,0,125.5,128.9,251.9,4,6,31,male  ,yes
86,0,162.4,167,128.9,2,2,32,female,yes
66,0,167.3,230,191.7,1,5,20,female,yes
134,34,247.2,225.5,186.3,2,5,25,female,yes
160,0,234.9,270.8,320,1,2,46,female,yes
162,0,217.6,279,250.7,2,4,24,female,yes
166,0,47.7,264.4,235.2,0,3,18,male  ,yes
77,0,251.8,205.7,275.2,2,7,30,male  ,yes
135,0,263.8,251.3,200.1,5,2,45,female,yes
133,0,117.8,199.2,244.1,0,4,59,female,yes
62,0,248.7,220,265.7,1,2,22,female,yes
53,0,261.2,250.8,176,0,2,32,female,yes
93,0,312,129.4,217.6,0,2,24,male  ,yes
149,0,242.5,245.4,219.6,3,3,40,female,yes
125,29,260.8,163.7,271.7,1,6,37,female,yes
51,0,229.7,336,192.8,1,1,24,male  ,yes
24,0,243,183.9,184.3,0,6,23,male  ,yes
184,0,236.4,287.3,192,1,4,40,male  ,yes
124,0,312,180,168.6,1,4,31,male  ,yes
121,0,144.8,200.6,208.8,0,9,22,male  ,yes
148,0,279.3,201.6,280.8,2,2,22,male  ,yes
62,33,186.4,201,286.7,2,3,20,female,yes
152,0,317.8,152.9,123.4,1,7,18,female,yes
69,0,279.8,248.7,171,2,10,48,male  ,yes
112,0,111.9,114,146.8,5,3,20,female,yes
108,0,291.6,221.1,229.2,2,9,57,female,yes
81,0,261.4,215.7,271.8,1,6,29,female,yes
39,0,295.4,232.1,300,1,2,34,male  ,yes
137,0,258,246.5,173.2,0,3,35,male  ,yes
111,0,284.4,157,242.8,0,8,49,female,yes
76,0,241,231.8,220.2,1,1,35,male  ,yes
60,0,179.3,208.9,248.2,1,6,23,male  ,yes
131,0,122.3,118.8,147.9,3,3,37,female,yes
150,0,136.6,209.4,161.1,4,2,18,female,yes
148,0,233.5,187.7,122.3,0,2,19,female,yes
89,0,303.9,260.9,312.1,1,3,19,male  ,yes
133,0,295,223.6,229.4,2,4,36,male  ,yes
125,0,187.3,160.7,263.8,0,2,27,male  ,yes
115,0,286.4,205.7,191.4,1,6,18,male  ,yes
76,0,273.3,263.6,165.2,1,7,19,female,yes
117,0,167.1,177.5,249.4,2,7,63,male  ,yes
181,0,161.3,124.4,262,0,3,18,female,yes
64,0,148.1,164.9,216,5,0,26,male  ,yes
126,0,58.2,138.7,136.8,5,1,63,male  ,yes
225,0,165.4,273.7,210,0,3,18,male  ,yes
188,26,198.8,166.6,198.5,1,3,20,male  ,yes
162,0,70.7,157.5,154.8,4,3,29,male  ,yes
109,27,166.9,221.2,197.3,1,4,25,female,yes
70,0,232.8,303.4,255.6,0,7,35,female,yes
96,0,180.6,190.9,295.6,1,4,63,female,yes
108,32,209.5,109.6,189.7,6,6,30,female,yes
72,0,287.4,235.3,292.1,4,3,27,male  ,yes
46,0,250.3,260.6,311,2,2,23,female,yes
161,0,332.9,317.8,160.6,4,9,23,male  ,yes
68,0,162.1,155,189.7,5,9,25,male  ,yes
113,0,245.3,259.9,204.3,3,2,25,male  ,yes
122,0,296.4,214.8,133.9,4,3,33,female,yes
128,0,227.9,302.6,191.5,1,7,22,male  ,yes
65,0,245.7,241.9,285.3,4,5,25,male  ,yes
130,0,263.7,186.5,195.3,1,6,22,male  ,yes
147,0,274,231.8,283.6,0,1,25,male  ,yes
82,0,167.1,131.8,187.4,6,1,25,male  ,yes
138,28,211.2,312.5,178,3,2,24,male  ,yes
65,0,129.1,228.5,208.8,4,6,28,male  ,yes
27,0,226.3,274.3,242.7,2,3,37,male  ,yes
141,32,322.4,283.2,209.5,1,3,35,female,yes
149,0,119.2,168.3,204.7,4,6,20,male  ,yes
76,0,107.3,238.2,271.8,4,3,44,female,yes
50,0,131.1,160.5,206.9,5,9,25,female,yes
45,0,78.6,187.3,184.2,1,5,19,female,yes
55,0,285.7,230.9,230.7,0,7,18,male  ,yes
93,38,225.7,119.6,193.2,1,0,62,female,yes
85,0,165.8,190,144,5,3,39,female,yes
98,0,217.2,303.4,197.1,0,2,21,male  ,yes
144,48,189.8,123.4,214.2,2,0,38,female,yes
88,0,85.7,221.6,190.6,4,3,48,male  ,yes
144,0,61.6,77.1,173,4,7,41,male  ,yes
79,0,157.6,194.1,231.5,5,10,25,female,yes
37,0,172.9,183,226.4,0,1,33,male  ,yes
68,24,125.7,275.9,214.5,3,6,23,male  ,yes
71,0,238,278.5,193.1,0,10,56,female,yes
161,0,191.9,70.9,204.8,4,4,22,female,yes
71,0,290.4,253.9,263.3,3,5,46,male  ,yes
154,0,145.9,208.2,180.9,0,0,22,female,yes
149,28,126.9,166.9,145.2,5,3,21,male  ,yes
106,26,270.3,215.2,254,1,7,19,male  ,yes
98,36,168,163.2,172.7,6,2,35,female,yes
113,0,209.4,347.3,246,1,2,30,male  ,yes
138,0,46.5,186,167.5,4,4,23,male  ,yes
108,34,162.1,171.8,259.8,4,3,21,male  ,yes
105,0,273.9,278.6,255.3,1,7,34,female,yes
56,0,221.9,278.2,288.1,0,5,22,female,yes
147,35,157.5,189.6,227,3,2,24,female,yes
136,0,269.8,228.8,257.5,1,8,50,female,yes
105,0,106.4,240.1,147.7,6,4,23,male  ,yes
180,0,224.9,250,216.1,3,5,41,male  ,yes
94,0,89.5,339.9,172.9,1,1,26,male  ,yes
116,0,133.3,247.8,219,5,5,27,male  ,yes
126,30,153.4,151.4,153.8,4,4,34,male  ,yes
101,36,123.7,172.6,280.5,1,4,29,male  ,yes
57,0,272.7,224.9,178.2,2,3,24,female,yes
80,0,189.1,223.2,269,2,3,53,female,yes
49,0,266.3,207.8,205,2,2,61,female,yes
127,0,266.6,264.8,207.2,1,2,25,female,yes
135,28,201.4,246.5,154.8,2,4,40,female,yes
75,0,314.6,169.8,285.1,2,3,28,male  ,yes
179,0,287.3,288,266,0,4,21,male  ,yes
75,0,222.4,327,208,1,9,60,female,yes
44,0,288.8,175.9,215.4,0,2,20,male  ,yes
76,0,129.7,177.5,228.9,5,0,24,female,yes
76,0,263.4,230.3,170.6,1,5,31,female,yes
155,0,203.4,190.9,196,0,4,20,female,yes
119,15,160,209.5,82.3,5,5,23,male  ,yes
97,0,145,294.3,239.8,4,2,22,male  ,yes
63,0,261.8,245,202.1,0,4,27,female,yes
54,0,286.6,223.2,203.7,1,5,36,female,yes
76,0,272.7,236.4,235.5,0,2,27,male  ,yes
33,29,157.4,117.9,279.2,4,11,54,female,yes
74,0,125.8,207.7,207.4,1,0,21,female,yes
159,0,257.1,312.2,183,1,6,21,female,yes
99,0,256.4,214.5,233.7,3,1,26,male  ,yes
159,0,275.8,189.5,223.9,2,5,19,male  ,yes
99,0,115.5,218.1,254.9,7,7,40,female,yes
132,36,226.2,181.6,258.8,3,5,22,male  ,yes
95,0,128.6,216.2,255.3,6,2,30,female,yes
77,33,143,212.2,104.9,5,4,23,female,yes
154,0,350.8,216.5,253.9,1,9,48,male  ,yes
24,0,149,131,238.6,2,0,60,female,yes
92,0,184.7,262,239.5,2,6,23,female,yes
127,0,245.2,217.2,243.1,0,6,47,female,yes
119,0,159.1,231.3,143.2,5,0,18,male  ,yes
95,0,228.9,255.7,208,4,2,53,female,yes
95,37,220.2,185.3,205.1,0,2,21,female,yes
34,0,293.7,272.5,178.2,2,10,19,male  ,yes
154,0,154.5,214.2,178,3,2,24,female,yes
137,0,135.1,134.1,223.1,2,2,28,female,yes
133,0,277.3,228.4,350,2,4,35,male  ,yes
24,0,265.6,208.8,182.5,2,6,22,male  ,yes
117,0,287.4,259.6,153.2,1,3,42,male  ,yes
119,0,239.1,243.5,230.9,3,3,37,male  ,yes
93,0,131.4,219.7,155.7,1,2,25,female,yes
124,0,143.3,230.7,214.3,4,2,22,male  ,yes
101,0,89.7,260.1,170.1,5,0,28,female,yes
161,0,322.3,230.4,241.5,2,5,19,female,yes
111,0,123.1,213.9,184.9,5,0,24,male  ,yes
101,0,269.7,207.6,214.2,3,15,25,female,yes
55,45,130.5,208.4,141.6,4,5,30,female,yes
135,41,173.1,203.9,122.2,0,15,27,male  ,yes
60,29,265.9,215.8,108.1,0,12,59,male  ,yes
51,0,153.6,232.9,214.2,0,4,64,male  ,yes
77,28,135.9,244.5,207.5,4,3,39,male  ,yes
46,0,257.4,261.1,311,2,5,29,female,yes
119,0,81.9,253.8,213.1,2,1,19,male  ,yes
77,44,103.2,236.3,203.5,0,2,61,male  ,yes
122,0,231.2,267.8,240.3,1,5,25,female,yes
100,0,70.8,215.6,230.8,6,0,21,male  ,yes
161,0,194.2,249.4,254.9,1,1,37,female,yes
115,0,139.3,192.3,151,7,3,21,male  ,yes
110,27,267.9,263.3,178.1,1,2,42,male  ,yes
77,0,245.2,254.1,300,0,4,22,male  ,yes
147,35,197.3,141.1,212.1,2,4,53,male  ,yes
94,0,234.4,279.3,234.2,1,2,21,male  ,yes
136,0,199.6,211.4,72.4,3,4,29,female,yes
56,0,162.3,149.1,255.5,4,1,23,male  ,yes
108,42,130.1,167,244.7,3,5,33,female,yes
111,0,294.7,294.6,260.1,1,3,30,male  ,yes
64,0,225.3,108.2,139.6,1,9,39,male  ,yes
115,0,122,220.2,179.7,2,0,30,female,yes
68,0,148.5,219.4,198.5,1,7,26,female,yes
91,0,154.4,168.3,239.9,5,4,53,male  ,yes
60,0,205.9,277.4,202,0,2,20,male  ,yes
2,0,132.1,138.9,192.6,2,1,27,female,yes
118,26,170.8,199.5,169.7,5,0,19,female,yes
44,0,288.1,258,300,3,4,54,male  ,yes
161,0,297.9,238.1,240.5,1,5,21,female,yes
74,0,174.1,251.1,257.6,2,5,42,female,yes
163,0,247.7,269.5,167.3,0,7,26,male  ,yes
123,0,242.2,226.1,268.6,5,3,34,female,yes
92,0,252.3,207,284.6,3,5,17,female,yes
90,0,148.2,220.4,134.2,4,1,37,male  ,yes
104,0,234.2,293.1,183.9,0,6,33,male  ,yes
58,0,247.2,303.7,300,2,2,39,male  ,yes
105,28,156.1,107.1,167.7,0,3,30,male  ,yes
108,0,112,193.7,208.9,4,0,21,female,yes
110,0,271.1,237,239.9,2,5,31,male  ,yes
116,0,159.4,179.5,167.8,6,2,29,male  ,yes
100,0,96.5,210.2,146.4,1,3,23,female,yes
112,0,174.3,140.2,215.4,4,0,25,male  ,yes
113,0,272.1,268.5,213.8,1,10,54,female,yes
64,0,236.2,218.6,194.1,2,2,25,female,yes
100,0,278,176.7,219.5,0,4,45,male  ,yes
97,0,256.4,273.9,222.7,1,1,19,male  ,yes
99,0,242.3,350.9,163.1,0,3,21,male  ,yes
97,0,120.8,169.8,194.1,4,3,65,male  ,yes
29,0,313.2,216.3,218.4,2,4,30,female,yes
178,0,124.5,141.2,268.2,2,0,33,female,yes
98,0,0,159.6,167.1,4,1,43,female,yes
173,0,291.8,214.3,151.2,0,2,37,female,yes
102,0,195.7,209.1,201.1,1,3,45,male  ,yes
84,0,289.1,233.8,223.5,2,2,29,male  ,yes
80,0,322.3,222,162.8,0,8,38,male  ,yes
146,0,138.4,158.9,47.4,4,9,18,female,yes
120,0,202,184.3,176,2,2,22,female,yes
108,0,154.2,112.3,246.4,4,4,27,male  ,yes
89,19,112.6,261.7,123.5,0,2,27,male  ,yes
88,0,235.1,251.8,285.9,4,2,24,male  ,yes
91,0,246.4,182,157.6,2,2,28,male  ,yes
91,0,153,141.1,171.5,1,15,23,male  ,yes
161,0,154.7,177.8,172.9,4,2,26,female,yes
87,0,240,134.1,189.1,0,2,39,male  ,yes
162,26,179.7,218.1,212.3,1,8,38,male  ,yes
73,31,82.3,256.1,229.6,6,2,61,female,yes
105,0,273.8,289.7,269.1,2,3,17,male  ,yes
49,0,237.8,208.9,167.8,2,6,30,female,yes
76,0,299.5,226.7,210.7,0,4,36,male  ,yes
37,0,239.9,261.6,207.1,2,4,28,male  ,yes
74,0,282.5,219.9,170,1,4,23,female,yes
159,0,189.1,246.1,242,1,5,26,male  ,yes
57,0,115,122.3,245,0,1,37,female,yes
89,0,326.3,165.1,162.9,1,1,24,female,yes
61,40,105,180.6,174.1,2,2,61,male  ,yes
123,0,236.2,273.9,227,2,6,50,female,yes
61,27,187.5,146.6,225.7,4,6,31,male  ,yes
105,29,220.7,217.7,330,1,6,30,female,yes
201,0,225.9,299.1,251.3,1,4,21,male  ,yes
19,0,259.4,269.7,175.3,1,3,17,male  ,yes
99,0,135.7,208.4,209,7,3,30,male  ,yes
118,21,156.5,209.2,158.7,4,0,24,male  ,yes
113,0,128.7,227.1,178.1,2,0,32,male  ,yes
83,0,337.4,227.4,153.9,0,7,29,male  ,yes
72,33,96.6,315.4,163.3,4,4,29,female,yes
139,0,134.4,211.3,193.6,5,0,57,male  ,yes
16,0,229.6,205.7,166.2,0,2,31,male  ,yes
115,0,345.3,203.4,217.5,1,8,58,male  ,yes
117,0,118.4,249.3,227,5,3,32,male  ,yes
152,41,146.8,285.6,213.6,1,2,23,male  ,yes
36,42,196.8,254.9,138.3,0,6,20,male  ,yes
79,0,268.3,185.5,300,1,7,29,female,yes
52,0,251.4,196.6,192,0,2,25,female,yes
100,0,159.9,179.9,154.4,2,2,50,female,yes
61,0,260,210.5,330,1,3,21,male  ,yes
105,0,281.3,301.5,202.8,0,3,57,male  ,yes
88,0,166.7,179.3,242.7,4,7,42,female,yes
106,0,204,168.5,164,3,0,27,male  ,yes
174,33,167.8,205.3,130,4,4,23,male  ,yes
48,22,152,258.8,263.2,2,5,32,male  ,yes
62,0,159.7,197.5,121.6,0,6,54,female,yes
101,0,239,273,278.2,1,8,25,male  ,yes
88,0,73.3,161.4,239.6,4,3,38,male  ,yes
128,32,223.5,188.8,154.9,2,2,23,female,yes
62,32,218.4,236.7,192.2,0,3,24,male  ,yes
75,0,305.1,188,235.4,0,5,51,male  ,yes
112,0,335.5,212.5,265,2,8,25,female,yes
85,0,236.9,197.7,309.1,2,7,26,male  ,yes
42,0,303.9,232.2,147.1,1,3,23,female,yes
81,0,149.4,171.9,214.5,3,0,18,male  ,yes
111,0,249.8,242.4,231.8,0,4,41,male  ,yes
71,0,278.9,190.2,310,0,7,50,male  ,yes
127,0,143.2,179.5,171.8,4,4,30,male  ,yes
38,0,175.7,211.8,137.9,5,0,33,female,yes
61,0,267.1,180.4,230.6,1,4,41,female,yes
21,0,92.6,161.9,285,5,0,26,female,yes
101,0,158.4,188,219.7,4,4,26,male  ,yes
119,22,172.1,223.6,150,1,20,53,male  ,yes
151,0,218,114.4,269.2,0,1,19,female,yes
89,0,129.2,214.1,214.9,5,4,65,male  ,yes
88,0,301.5,257.7,132.9,4,2,19,male  ,yes
197,0,127.3,222.3,173.9,5,0,35,male  ,yes
106,0,133.7,187.8,181.9,1,2,28,female,yes
88,0,264.8,245.4,160.5,1,2,20,male  ,yes
113,20,157.8,161.5,271.5,5,2,20,male  ,yes
122,0,140,196.4,120.1,4,4,27,male  ,yes
63,0,278,266.4,224.1,4,4,22,male  ,yes
55,0,191.9,256.1,203.7,1,6,27,female,yes
124,0,157.8,203.2,168.7,3,0,43,female,yes
78,0,108.6,209.9,222.6,1,5,26,male  ,yes
64,0,346.8,249.5,275.4,1,9,20,female,yes
118,0,267.8,316.4,208.6,5,11,26,male  ,yes
107,0,294.9,192.8,300,1,5,25,female,yes
100,0,264.5,194,350,2,4,22,female,yes
122,0,230.9,243.2,182.4,0,2,25,female,yes
53,0,228.6,132.8,227.2,9,2,53,male  ,yes
159,0,167.4,143.8,140.1,0,3,25,male  ,yes
23,0,113.1,168.8,262.9,1,2,18,male  ,yes
82,0,266.9,229.7,251.7,3,6,20,male  ,yes
87,0,151,219.7,203.9,5,3,24,male  ,yes
103,36,87.2,169.3,166.7,6,5,40,female,yes
107,0,133.3,182.9,241.1,3,2,38,male  ,yes
70,0,226.7,228.1,73.2,2,0,17,male  ,yes
66,0,154,198.9,151.9,4,3,26,male  ,yes
93,0,216.9,207.4,221.7,1,5,40,female,yes
12,0,249.6,252.4,280.2,1,3,54,male  ,yes
113,0,239.7,282.9,238.4,2,3,61,female,yes
75,0,109,259.3,182.1,4,3,23,female,yes
76,0,246.8,206.3,208.4,0,5,24,male  ,yes
168,0,163.4,240.1,164,2,2,48,male  ,yes
62,0,321.1,265.5,180.5,4,2,34,female,yes
112,0,266,214.6,306.2,2,2,21,female,yes
115,0,251.3,252.5,118.3,3,1,38,female,yes
109,0,264.7,305,197.4,1,9,26,male  ,yes
41,0,232.1,327.1,226.5,3,2,32,male  ,yes
182,0,279.5,203.2,174.2,2,4,27,male  ,yes
119,0,287.1,159.3,216.8,2,1,52,female,yes
119,0,260.1,256.5,229.1,1,2,42,male  ,yes
129,0,137.8,225.8,145.2,1,6,59,male  ,yes
125,0,143.2,88.1,233.2,4,7,19,female,yes
132,0,193.3,128.3,162.1,5,4,50,female,yes
73,0,286.4,178.2,214.2,1,14,28,male  ,yes
169,0,266.7,158.2,287.7,3,3,42,female,yes
125,0,298.4,270.5,107.3,0,2,27,male  ,yes
116,0,288,255.8,233.4,0,4,26,male  ,yes
177,0,266.1,225.2,300,3,8,28,female,yes
105,0,226.9,182.2,203.9,0,2,47,female,yes
182,0,279.1,180.5,217.5,2,11,23,female,yes
107,0,222.3,286,249.4,1,4,25,male  ,yes
73,0,217.8,220.6,277.3,1,6,61,male  ,yes
126,0,249.8,261.9,166.8,3,4,29,male  ,yes
93,0,328.1,151.7,303.5,1,3,62,male  ,yes
119,16,147.2,160.1,184,0,2,22,female,yes
140,0,120.3,240.4,216.4,4,3,26,female,yes
127,0,176.9,167.9,182.2,1,0,19,male  ,yes
115,0,249.9,242.5,151.7,1,6,21,male  ,yes
170,0,285.7,167.5,260,1,4,63,male  ,yes
125,0,113,169.2,156.6,2,5,34,female,yes
121,0,170.4,350.5,297,0,3,20,male  ,yes
115,0,226.4,276.8,213.4,3,4,23,male  ,yes
177,0,248.7,172.3,191.9,1,2,24,male  ,yes
97,0,225.1,279.5,233.8,0,4,25,male  ,yes
67,35,181.1,215.9,216.3,0,4,37,male  ,yes
105,31,109.6,249.3,321.2,4,4,44,female,yes
71,0,178.2,167.8,182.1,3,0,31,female,yes
103,0,150.6,169.1,221.2,8,0,21,male  ,yes
17,31,153.1,185.9,224.3,6,1,44,female,yes
47,0,47.8,178.9,152.6,0,7,24,male  ,yes
93,21,134.2,162.5,186.6,4,2,60,male  ,yes
85,17,89.8,233.2,165.7,4,7,40,male  ,yes
13,0,303.2,170.5,227.6,0,3,39,female,yes
136,0,259.4,172.7,293.7,1,6,23,female,yes
109,29,111.2,263.5,224.7,6,6,24,male  ,yes
40,0,169.7,141.4,253,4,3,26,female,yes
28,0,121.7,125.8,261.6,6,2,43,female,yes
139,0,236.6,169.9,212.3,1,2,23,female,yes
25,0,264.9,281.2,166.1,1,4,45,male  ,yes
110,0,293.3,188.5,266.9,0,4,25,male  ,yes
86,0,128.3,197.1,138.4,7,5,20,male  ,yes
40,0,81.7,210.2,212,6,3,29,male  ,yes
137,0,237.3,176.7,263.4,0,4,24,female,yes
68,0,249.9,254.5,273.2,2,6,23,male  ,yes
82,0,189.2,184.4,255.8,3,5,19,male  ,yes
94,0,157.9,155,189.6,4,5,33,male  ,yes
